V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23
36742 27599 18084 29100 47594 18514 46584 30402 33227 34630 14403 16584 22827 25747 18988 28452 26195 18245 31926 29805 13167 29037 48534
16361 11231 26484 29922 42846 28380 29122 27776 48966 15646 49610 29219 30905 27043 37238 23837 42473 24654 12825 16188 29441 29392 14194
27711 20910 29897 48103 37020 19662 47125 20994 18470 19092 37216 17375 40974 48708 38696 35103 43831 21976 27054 30621 33681 19541 35149
41725 18551 34812 24522 47478 15901 24214 12822 49303 32148 44752 11043 40952 25465 15338 30459 30289 26129 36177 26791 14079 42146 25108
47168 31786 25794 25949 13048 47649 49471 43279 43372 24220 23856 31526 38596 23984 25906 43734 23880 20780 46564 18157 45126 41181 48538
39254 28450 32888 15633 39963 33353 31391 15730 41752 45535 48641 34349 11289 43484 26948 31344 34540 34624 27878 48582 40964 23675 29035
19040 26663 40754 17401 25710 17248 35097 17139 26969 34822 13241 39738 47079 20834 37151 45259 13426 41185 29253 30844 29616 31555 33662
41165 41340 35707 36044 37034 39581 28023 44398 31916 45853 46303 36588 45269 19059 33910 27874 33584 31471 36220 23906 17266 31461 38646
28788 26583 17506 14672 23003 15058 32869 23311 27625 17553 40607 23183 13657 22257 42999 45895 26485 37975 47760 42989 44096 15213 23722
48252 10581 46793 44637 21094 33614 18906 13104 45186 15551 39893 25295 49563 36669 47988 11084 31040 15277 13746 49384 35022 48582 34127
16743 26341 14927 37050 13556 22073 22653 47782 20184 30292 27938 41117 49937 18587 34213 26240 41208 47883 35394 25884 11691 21245 29907
30186 25168 42867 29100 25967 16520 49937 20068 35470 44027 34062 11727 12448 29563 18431 41723 49175 40452 25506 20475 33601 37872 35118
34618 25309 21665 23919 44874 29497 20943 24211 40767 12506 22562 35280 10223 16366 41412 20355 23781 12319 49396 37424 18663 20429 28969
10972 23231 44499 47045 38391 48912 31122 46572 30223 30091 12501 39192 18539 41087 17563 25518 40321 25719 15287 44029 34935 45426 24702
43903 47597 48530 48280 16072 16011 45767 13053 31548 41954 39089 25506 13792 41429 22380 18288 11000 21692 20101 20880 14927 27423 41177
27828 18439 46837 16429 34047 43372 18421 37802 17008 38495 31068 15181 33482 23767 29454 23340 39898 39930 49753 48837 25032 36598 23522
13193 39778 49870 13258 19310 18206 39617 22928 19473 27882 43705 10012 40065 49138 11244 22444 40133 43790 13266 22458 28430 26039 30107
35689 10325 20802 41472 48230 48554 18286 13771 41357 10276 48607 18802 14362 27037 37354 43958 47912 17677 11262 20645 49227 41307 29297
39545 14487 24552 48896 45461 30252 15976 18530 22900 18626 35575 18121 15231 16481 10467 31317 38720 48454 28299 25056 14104 13227 22658
20399 34317 13970 35210 40306 42106 33976 28118 16087 24555 11438 40148 20845 16731 23346 12318 46960 14466 14860 31733 28229 30234 42960
