V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23
31948 10732 11041 30944 28030 16198 35169 45960 36829 31514 31281 29859 28096 49178 41165 26606 14346 12698 27457 12406 30851 15063 45872
43473 43259 11629 31830 11609 15849 23698 48650 45757 37683 36372 48279 18404 23399 34612 15195 31483 21646 16689 24490 46694 36464 30594
32005 23281 31617 14240 36847 28345 14282 23934 41463 27168 19385 47194 16476 17795 15934 23861 36758 27692 46630 16466 37922 10377 42835
22120 39607 36569 36965 35563 15372 45555 19773 23384 28339 45723 25463 37841 12229 25353 42733 29564 14225 41186 11349 19762 38369 15771
44444 36173 48767 13704 33633 46963 16813 39429 27333 19115 16657 47168 45932 22684 34874 15648 22859 22755 41116 13277 26804 45938 44747
40636 31810 16969 43036 34839 21872 15794 29194 40831 33063 33754 29311 40470 36237 13897 17069 48012 44850 13067 36310 48071 46327 43924
45248 38222 23646 33804 33847 16285 23790 22198 10817 12299 41479 37851 37842 19492 32652 47500 16354 11168 45179 40047 15101 33759 15899
45123 10998 39105 18758 20086 39237 29776 14448 48855 19662 41779 41445 21950 31790 25960 35383 46243 45682 48391 20736 45362 40443 36806
13268 21300 30650 11521 35109 34774 29343 10055 29253 46197 32671 15950 33295 15964 14587 40073 24905 19224 25430 17035 11342 27371 47096
43411 30319 17806 44571 39492 22306 37290 47824 17566 36210 10034 47185 23695 28407 30865 28941 39181 20400 48847 14075 11055 32434 12881
48242 26199 11990 15915 48811 38344 49380 18483 44019 30602 10184 35953 48453 49749 39972 45572 46517 21456 26521 44489 38253 11410 37872
23785 31588 20476 31377 31630 47517 13808 17651 31773 13439 35603 20208 18303 41296 43498 10281 49497 48261 20523 47456 24623 34715 23426
49017 14482 18357 46685 46943 36114 10165 49868 30777 31767 35078 32074 24233 13565 23803 13663 21450 14768 43546 19539 12564 41620 20314
27465 21047 29357 35012 40613 12038 33731 20497 23958 20630 17324 31771 24697 27179 29202 24744 36282 41110 11895 20572 31754 46695 49384
49969 30760 21246 25794 22637 22507 16343 35480 49402 45983 23123 17528 41194 10725 26430 37947 27513 10493 32166 48295 14391 19377 32067
12802 39760 11965 37084 10285 18449 44404 49535 31924 47055 14831 34956 36598 33411 42885 14641 22378 42105 23201 25926 45211 20044 12579
32273 16966 32404 36384 34939 37640 20049 14907 27649 41174 10135 41261 48059 46220 24464 40638 10734 11908 29266 22286 27588 40268 31417
35074 16774 22102 30694 49107 23975 11667 20761 18248 46945 25939 42283 28842 33100 24397 37659 44021 22180 20194 13092 47299 17936 41970
47156 33216 36802 25187 33668 47103 10370 44755 16346 39615 28193 18341 30657 32743 23483 44639 25929 38339 20861 42056 31853 47575 32496
27314 19792 14399 19015 12108 49018 42975 15699 34972 26262 48198 12609 18354 41559 21628 42581 23844 11759 17827 41456 42324 18468 34889
